longitude,latitude,geoid
-73.9703294,40.7681872,6424127159
-73.9532251,40.7716034,6689909661
-73.9542424,40.7704581,6689909669
-73.9624557,40.770640700000008,7041713693
-73.9692944,40.7735351,4257949361
-73.963680900000014,40.7768964,7168010771
-73.9664021,40.7731626,7785624669
-73.9693956,40.7692294,6929267031
-74.6209734,40.3604161,1780601406
-73.9549902,40.7834104,596776163
-73.947355,40.748107,42825544
-74.0098512,40.7392972,246647920
-73.992621,40.718851,42432111
-73.5516384,41.1098222,69821264
-74.1144445,40.6787577,2675313254
-73.9329834,40.860748500000007,1215606718
-73.932761,40.8424037,764734014
-73.9272844,40.8508813,765351884
-73.9335202,40.86148020000001,1215606704
-73.9330585,40.8608335,1215606720
-74.0331524,40.7144901,7580564684
-74.5271161,40.556703900000009,7626391057
-73.9722827,40.7261837,5145323795
-73.9863047,40.7554639,2709702328
-73.9699882,40.7504584,4022447734
-74.113689800000017,40.6562188,3924761507
-73.974679,40.7516202,4555837496
-73.9516568,40.7820071,42450035
-73.9549422,40.7775056,42435514
-73.9768053,40.6831621,4487203991
-73.9918576,40.7264167,42431168
-74.0132124,40.7152226,42429570
-74.0075519,40.71544080000001,42445356
-74.0103882,40.703242100000004,1251359553
-73.9832927,40.7388876,4132605272
-73.9724507,40.7497279,4011394244
-73.9084932,40.6602168,3118144390
-74.481514,40.8833899,2629599851
-73.842372,41.125462099999993,254765425
-74.082966,40.718996,103877583
-73.847212,40.72828899999999,42846684
-73.90813,40.659478,42511776
-74.6239847,40.5444937,2126267417
-73.4722979,40.7445746,1014140477
-74.7064653,40.8973388,6086959340
-74.651387,40.8701175,4484683005
-74.7219166,40.8757143,7091783752
-74.2815728,40.6135387,4431944215
-74.0424406,40.7375474,8089836177
-74.7050364,40.8664534,3905899577
-74.7219433,41.0500464,3054833491
-74.6995272,41.0558534,3866521228
-74.731995,40.855245300000007,3905899466
-74.4748679,40.891743399999996,1389815784
-74.2796325,40.611333299999991,6207573303
-74.2077957,40.8994244,3812041556
-74.2825107,40.605828199999991,8292128336
-74.6453436,40.8722865,6091712108
-74.5436286,40.9132448,5770615545
-74.7379658,40.9497053,484635830
-74.7389697,40.9561295,484636127
-74.5907776,40.930169199999995,2620036789
-73.886397,40.761216,42874192
-73.870168,40.760901,42856733
-73.885462,40.749744400000004,2570003017
-73.8882216,40.7497042,2569998629
-73.278651,40.6224354,4462192217
-73.341032,40.8888,213617043
-74.249618,40.662365000000008,874822078
-73.7627959,40.811268599999991,368055121
-73.978298,40.7417071,7640871294
-73.9771595,40.719238800000007,3783073263
-73.9534122,40.7593047,5487036766
-73.9531682,40.811009800000008,7658602373
-73.8747898,40.7566686,5357867247
-73.9800607,40.759747,4782442668
-73.9145179,40.7700108,7006823684
-73.9755231,40.7284918,4161568817
-73.9508518,40.805859799999993,8758287373
-73.8677499,40.8252842,6814509209
-73.9421908,40.8065147,5266458354
-73.9573225,40.7528292,2460850820
-73.9697227,40.797139500000007,7004447597
-73.9339379,40.8018583,4980799136
-73.9791584,40.7718384,7784826678
-73.9682769,40.7750027,480492646
-73.9750819,40.7290932,4161568805
-73.96224,40.719803899999995,6248588432
-74.1366251,40.653189800000007,9198132122
-73.9153272,40.753989800000006,5867077884
-73.954773,40.7892643,7092397356
-73.9764994,40.7441722,3929403851
-73.9532813,40.782618800000009,7158854747
-73.9730302,40.7641905,3976008176
-73.9351201,40.8008752,7925258746
-73.9122296,40.7699776,6406731078
-73.9513647,40.7852432,6221717903
-73.9504854,40.7890273,6254630521
-73.8907058,40.7390117,6290170660
-73.9495215,40.7878066,42445259
-73.9177903,40.7429064,2844853150
-73.9298854,40.8130396,42741467
-73.9545694,40.7413391,42826898
-74.007045,40.7037565,42444223
-73.9294982,40.8093262,567820429
-73.9188128,40.804901199999996,42747190
-73.9340733,40.8020895,3786728678
-73.9485565,40.7949134,42436640
-73.9837985,40.721529399999994,42440401
-73.936353,40.7947105,42445426
-73.9454293,40.796070000000007,42458112
-73.9721346,40.7456709,42422899
-73.9274827,40.8211078,42733694
-73.8748105,40.7548335,3779614630
-73.8924663,40.75292,42823926
-73.9547684,40.8000053,2141026500
-73.9128437,40.7425493,2844418535
-73.95522,40.799407500000008,2141026499
-73.9576916,40.8012375,42435743
-73.9360216,40.80628939999999,42447209
-73.9188901,40.7421883,42833574
-73.9317185,40.744513700000006,597294547
-73.94177,40.8070883,42434117
-73.9812303,40.7842531,8727756099
-73.9806221,40.769856799999992,7837165520
-73.9664708,40.7531954,3569749143
-73.8872256,40.7385724,4501715957
-74.005671,40.7507254,8261123002
-72.9884967,40.8199949,1913986573
-73.9737458,40.792291800000008,419360802
-74.012778,40.709558,888527171
-73.9368076,40.8148546,9130300698
-74.047059800000014,40.3662325,235072207
-74.209648,40.7395187,8140568760
-74.7107132,40.9349986,8038018800
-74.7187364,40.930008000000008,8038118838
-74.1881794,41.151091600000008,693987000
-73.355241,41.1113761,5849266403
-73.884684,40.751788,42884838
-72.93221,41.3128978,7110463295
-74.4449639,40.5939401,2000194181
-74.3643156,40.4114959,158919035
-74.1459769,40.712324199999991,158855421
-74.4523749,40.57426989999999,158864680
-74.3279261,40.5903814,158915177
-74.560711,40.4209391,158863762
-74.3246336,40.7744139,158805366
-74.6340505,41.114541,158811062
-74.73822,41.0114865,158823661
-74.3729296,41.0145419,158843113
-74.6576765,40.9228778,158859112
-74.0918695,40.968561099999995,6564930971
-74.1249812,41.0060476,7440170055
-73.9776637,40.758070499999995,6814924753
-74.1331404,41.0111971,6744719787
-74.3177933,41.0461864,316973302
-74.1194816,41.0083883,6367955087
-74.1197787,41.0096527,5630488864
-74.1228313,41.0182424,5630346731
-74.1277774,41.012615499999995,6356572117
-74.1135255,41.0105414,6356572197
-74.5804378,41.1220409,158846338
-74.1201372,40.9802747,6482934068
-74.1278508,41.028649,6334402009
-74.6453512,40.937539600000008,7520517439
-74.1156296,41.0024709,6314752307
-74.1143478,41.0100084,1913232594
-74.2570849,41.0303896,7435963102
-74.3011045,41.08167850000001,7435963049
-73.9972687,40.717809800000005,5265713219
-73.6688146,40.7134768,9052064803
-74.1639887,41.145808700000011,6371060243
-74.3458043,40.555170900000007,1987957482
-73.9848314,40.9546689,4060565132
-74.4568153,40.5217858,2924045312
-74.3624575,40.5433714,3780963950
-74.371897,40.5885779,2077639009
-74.3654394,40.3436034,2959282983
-74.4019776,40.3589457,602645975
-74.2880239,40.527401,104161641
-74.3876632,40.5664966,104193241
-74.314973800000018,40.5419367,104303380
-74.2948706,40.4824308,104153693
-74.3258315,40.5869438,104152531
-74.3601761,40.5837602,104270732
-73.9988889,40.726944399999994,158868994
-74.0002514,40.747513299999994,2703242518
-73.8023433,40.780640600000005,5491655523
-73.9797146,40.7226329,5243548103
-74.1243015,40.5828974,8336417413
-73.8441975,40.768761,8522837321
-74.0002725,40.71442840000001,9115779796
-73.8496985,40.743953900000008,7732352863
-73.7968312,40.7582816,7814243131
-73.8325301,40.751208199999994,8285084774
-73.8465405,40.7697131,8522790319
-73.8453956,40.7731497,8303049821
-73.821430200000009,40.7529952,6363743029
-73.9368738,40.7246087,8896031693
-73.8284013,40.7580118,8572794325
-73.9422573,40.7412779,8316873542
-73.927315400000012,40.7897176,9053977031
-73.8284655,40.7506107,7799434956
-73.754555,40.755002700000006,8220642028
-73.8248871,40.7374269,7237383725
-73.8191752,40.736928500000005,3875309266
-73.8276848,40.755714400000009,7799456555
-74.0595629,40.9151852,2830643361
-74.2936806,41.006436,2670870524
-74.2440164,40.9616329,5622433032
-74.2690672,40.939335,5540971149
-74.3390712,41.0076923,2809988042
-73.9669598,40.700540300000007,4758938140
-74.356795,41.0018471,662288912
-74.4744102,40.7964486,5436431390
-74.2150583,40.8116688,4837099834
-74.2924187,41.009036400000006,2380775181
-74.29186,41.0036113,7745610598
-74.2817542,40.9941119,2521328863
-74.2029759,40.8543132,3197346107
-74.2757668,40.957519600000005,105161767
-74.304172,40.936505,104835459
-74.2470602,40.9227196,105074007
-74.2803048,41.0008281,105190366
-74.2809243,40.99701799999999,105061780
-74.2618916,40.9592715,105029071
-74.1726131,40.8568175,105187659
-74.3146075,40.987406199999995,104633286
-74.1835026,40.8651613,105104250
-74.1633837,40.8458029,105013002
-74.198748,40.903543,105049539
-74.0103435,40.779993,308679535
-74.210139,40.951556,105158905
-74.1815188,40.9147672,105082081
-74.0749103,40.92459800000001,2830404150
-74.1557733,40.9576302,9165452650
-73.691655,40.7077931,2211975365
-73.0230493,40.833948100000008,2010783746
-73.7216812,40.689086,2211975021
-73.0267643,40.816136700000008,1030524716
-72.8505397,40.8544792,967991601
-73.5396914,40.6807031,1798848747
-73.0530552,40.814874299999993,1030524653
-73.0462647,40.8134426,1796401401
-73.7139621,40.6987493,2211975052
-73.36234,40.7280662,1963231371
-73.6842453,40.6607942,2216454263
-73.6265441,40.7446945,1102269338
-72.5019597,41.0221067,2010468682
-73.404282,40.8662204,2211335637
-72.6981944,40.92677350000001,2010466686
-73.1298717,40.9186448,1796023767
-73.7111243,40.634005899999991,2216452987
-73.4761838,40.80834269999999,1799564869
-72.9800369,40.8603729,2010783949
-72.6890085,40.916331000000007,2010466492
-73.6574425,40.641492700000008,2211974697
-73.5588591,40.665168400000006,2216863458
-73.7440339,40.6141667,1986068875
-72.9443382,40.949115200000008,2007305027
-73.3566453,40.72133809999999,1963230568
-73.483756,40.7180065,1963388114
-73.431222,40.7254692,1963231029
-73.1053296,40.93044170000001,1796023814
-73.6967776,40.6597063,1986069982
-73.6906854,40.7020865,1986071235
-73.389069500000019,40.8552677,2007043418
-73.7473126,40.6139883,1986068708
-72.9819648,40.816821799999992,2010687877
-74.1664312,40.627646,3868686875
-73.5190428,40.77605290000001,973615991
-73.6326727,40.8320502,1027307834
-73.2260828,40.860636600000007,1796232612
-72.9918115,40.8161983,2010687812
-72.4929467,41.032102,2010468870
-72.9486091,40.8610436,2012255281
-73.6943577,40.65248729999999,2216453651
-73.4284403,40.7004263,2006466891
-73.5656936,40.7583178,2211595306
-72.7023854,40.931495,2010466729
-73.5163335,40.7919886,973605477
-73.075575900000018,40.92991829999999,2007304842
-72.6097293,40.9765099,2010467638
-74.1652772,40.627034299999991,3868686873
-73.140135,40.9031351,1796023702
-72.438607400000009,41.0714922,2010469277
-73.5022775,40.747991200000008,2013387802
-73.705362,40.6365463,1020957624
-72.6248161,40.968333200000004,2010467509
-73.1184722,40.8164372,1796401465
-73.7149742,40.684169999999995,2211974992
-74.1512049,41.148277400000005,3867494079
-73.7109517,40.633813199999992,2216452986
-73.3334354,40.8804503,1796232822
-73.6715036,40.7384291,2012381260
-73.6067685,40.656505500000009,2216863291
-73.7767045,40.5935437,2211972876
-73.3749741,40.8462999,2007043358
-72.8324438,40.8202111,970707379
-74.1571211,41.1299532,3343142459
-73.5743457,40.809177699999992,2211045973
-73.137582500000008,40.9115783,1796023716
-72.9973071,40.8491269,2010783886
-73.6566582,40.5979301,2211973360
-73.709239900000014,40.6765406,2211974958
-72.9470722,40.7871528,2010687222
-72.5559504,40.9875145,2010467939
-73.4998112,40.8298394,1027126144
-73.6065687,40.6798912,2216864523
-73.4002579,40.877616,2211336027
-73.598721700000013,40.679308,2217041372
-72.7938008,41.293534999999991,1542941239
-72.9185036,40.8846292,2012256453
-74.1662663,40.6320896,3868686764
-73.0848823,40.9031124,1796005082
-73.6556134,40.6384715,2211383170
-73.1967062,40.755214000000009,1098207210
-72.8380066,40.820868800000007,970707314
-73.6639839,40.818991900000007,1798849141
-73.7092677,40.6315596,2216452972
-72.6283729,40.8323123,2012255170
-73.7018478,40.6558268,1986069883
-73.5713915,40.6654013,2216863506
-73.297192,40.7097986,1030733897
-73.5348608,40.7656327,2211595834
-73.7287901,40.6204174,1986069191
-74.1664025,40.6282402,3868602968
-72.5593979,40.982141,2010467735
-72.9492333,40.794336200000004,2010687294
